user_id,persona,age,gender,nationality,home_country,income_tier,trips_per_year,avg_trip_days,typical_daily_budget_usd,typical_trip_budget_usd,preferred_accommodation,preferred_companion,transport_preference,avg_booking_advance_days,climate_preference,activity_tags,pref_adventure,pref_culture,pref_beach,pref_nightlife,pref_luxury,pref_family_friendly,pref_nature,pref_food,pref_safety,pref_digital_nomad,pref_instagram_worthy,pref_value_for_money,n_countries_visited,cities_visited_count,cities_visited,wishlist_count,wishlist,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13
U03769,Digital Nomad,34,Male,Chinese,China,70-150k,9,49,65.0,3185.0,Camping/Glamping,Friends,Flights only,180,Any/Flexible,architecture|food_tours|hiking|historical_sites|photography|temples|wildlife,0.442,0.745,0.373,0.369,0.176,0.027,0.505,0.742,0.499,0.897,0.789,0.848,7,8,Hamburg|Heidelberg|Kyoto|Savusavu|Lagos|Manuel Antonio National Park|Iquitos|Lviv,3,Charlottetown|Matera|Siem Reap,0.442,0.745,0.373,0.369,0.176,0.027,0.505,0.742,0.499,0.897,0.789,0.848,0.13,0.8166666666666667
U03770,Luxury Traveler,40,Prefer not to say,Australian,Australia,150k+,7,8,465.0,3720.0,Luxury Hotel,Partner,Flights only,180,Mediterranean/Warm,food_tours|museums|temples|wildlife,0.259,0.709,0.439,0.319,1.0,0.463,0.418,0.822,0.48,0.134,0.371,0.0,3,3,Galle|Harbin|Pretoria,7,Cancun|Shanghai|Stone Town|Tokyo|York|Giza|Bled,0.259,0.709,0.439,0.319,1.0,0.463,0.418,0.822,0.48,0.134,0.371,0.0,0.93,0.13333333333333333
U03771,Budget Backpacker,22,Female,Italian,Italy,70-150k,1,29,21.0,609.0,Airbnb/VRBO,Solo,Any,90,Mediterranean/Warm,food_tours|historical_sites|local_markets|temples|wildlife,0.615,0.596,0.437,0.666,0.0,0.051,0.71,1.0,0.562,0.263,0.737,0.868,0,0,,3,Dar es Salaam|Aarhus|Sucre,0.615,0.596,0.437,0.666,0.0,0.051,0.71,1.0,0.562,0.263,0.737,0.868,0.042,0.48333333333333334
U03772,Weekend Tripper,44,Non-binary,Australian,Australia,30-70k,9,4,146.0,584.0,Camping/Glamping,Mixed group,Any,180,Cold/Snow,hiking|historical_sites|photography,0.28,0.591,0.249,0.541,0.052,0.18,0.112,0.538,0.546,0.055,0.572,1.0,3,3,Budapest|Charleston|Vancouver,3,Oaxaca|Niagara Falls|Nashville,0.28,0.591,0.249,0.541,0.052,0.18,0.112,0.538,0.546,0.055,0.572,1.0,0.292,0.06666666666666667
U03773,Budget Backpacker,25,Female,Australian,Australia,70-150k,1,25,36.0,900.0,Mid-range Hotel,Solo,Road trips,14,Mediterranean/Warm,architecture|food_tours|hiking|historical_sites|nightlife|wildlife,0.819,0.673,0.456,0.452,0.223,0.049,0.828,0.731,0.517,0.191,0.422,0.542,7,9,Phoenix|Piran|Hanoi|Podgorica|Pokhara|Paris|Denver|Linz|Ajaccio,10,Cardiff|El Chaltén|Istanbul|Stone Town|Rome|Monteverde|Astana|Kolkata|Chisinau|Maun,0.819,0.673,0.456,0.452,0.223,0.049,0.828,0.731,0.517,0.191,0.422,0.542,0.072,0.4166666666666667
U03774,Family Vacationer,48,Female,French,France,70-150k,1,9,207.0,1863.0,Camping/Glamping,Friends,Trains preferred,0,Mediterranean/Warm,beaches|food_tours|historical_sites|local_markets|temples,0.33,0.437,0.809,0.0,0.231,1.0,0.678,0.553,0.398,0.168,0.32,0.989,10,10,Mombasa|Zanzibar|Hue|Bilbao|Verona|Kota Kinabalu|Belfast|Hong Kong|Reykjavik|Lautoka,4,Turin|Kathmandu|Salt Lake City|Sidi Bou Said,0.33,0.437,0.809,0.0,0.231,1.0,0.678,0.553,0.398,0.168,0.32,0.989,0.414,0.15
U03775,Cultural Explorer,31,Female,Brazilian,Brazil,70-150k,4,7,90.0,630.0,Budget Hotel,Solo,Trains preferred,90,Mediterranean/Warm,art_galleries|food_tours|live_music|local_markets|photography|temples,0.434,0.99,0.06,0.424,0.275,0.643,0.21,0.738,0.71,0.237,0.548,0.773,7,7,Kuwait City|Siem Reap|Christchurch|Oaxaca|Boston|Pokhara|Harbin,6,Nelson|Lisbon|Dubrovnik|Minsk|Ghent|Antalya,0.434,0.99,0.06,0.424,0.275,0.643,0.21,0.738,0.71,0.237,0.548,0.773,0.18,0.11666666666666667
U03776,Luxury Traveler,58,Female,Canadian,Canada,70-150k,4,7,862.0,6034.0,Mid-range Hotel,Partner,Road trips,14,Tropical/Hot,food_tours|historical_sites|local_markets|temples|wildlife|wine_tasting,0.0,0.496,0.91,0.306,0.929,0.525,0.411,0.859,0.452,0.175,0.113,0.0,2,2,London|Madeira,3,Quito|Verona|New York,0.0,0.496,0.91,0.306,0.929,0.525,0.411,0.859,0.452,0.175,0.113,0.0,1.724,0.11666666666666667
U03777,Budget Backpacker,21,Male,Indian,India,<30k,3,14,31.0,434.0,Budget Hotel,Solo,Flights only,14,Mediterranean/Warm,architecture|cycling|hiking|wildlife,0.562,0.614,0.474,0.332,0.033,0.0,0.709,0.509,0.396,0.0,0.52,1.0,5,5,Salento|Galle|Livingstone|San Francisco|Paramaribo,4,Detroit|Krakow|Rijeka|Plitvice Lakes,0.562,0.614,0.474,0.332,0.033,0.0,0.709,0.509,0.396,0.0,0.52,1.0,0.062,0.23333333333333334
U03778,Weekend Tripper,35,Male,British,UK,150k+,8,3,264.0,792.0,Boutique Hotel,Friends,Road trips,30,Any/Flexible,food_tours|hiking|museums|nightlife|photography|temples,0.464,0.498,0.64,0.547,0.284,0.366,0.155,0.911,0.88,0.231,0.521,0.696,7,8,Chicago|Odessa|Hiroshima|Lake Tahoe|Tbilisi|Debrecen|Maastricht|Bagan,9,Yaoundé|Zanzibar Town|Rome|Kaunas|La Palma|Belfast|Kolkata|Cali|Kingston,0.464,0.498,0.64,0.547,0.284,0.366,0.155,0.911,0.88,0.231,0.521,0.696,0.528,0.05
U03779,Luxury Traveler,52,Female,Australian,Australia,150k+,5,13,987.0,12831.0,Luxury Hotel,Family,Flights only,180,Tropical/Hot,architecture|beaches|local_markets|museums|shopping,0.177,0.747,0.74,0.408,0.872,0.604,0.348,0.605,0.712,0.0,0.145,0.0,13,14,Edmonton|Ushuaia|Machu Picchu|San Jose|Osaka|Siena|Bocas del Toro|Durban|Sighisoara|Busan|Naples|Havana|Munich|Zakynthos,6,Keswick|Quito|Heidelberg|Asturias|Delhi|Houston,0.177,0.747,0.74,0.408,0.872,0.604,0.348,0.605,0.712,0.0,0.145,0.0,1.974,0.21666666666666667
U03780,Family Vacationer,46,Female,Indian,India,150k+,1,17,157.0,2669.0,Luxury Hotel,Friends,Any,7,Any/Flexible,cycling|historical_sites|photography,0.565,0.404,0.871,0.048,0.299,1.0,0.619,0.53,0.727,0.069,0.292,0.756,9,9,Guanajuato|Atlanta|Wadi Rum|San Andrés|Bratislava|Seoul|Dublin|Lusaka|Bologna,3,Vladivostok|Edinburgh|San Cristobal,0.565,0.404,0.871,0.048,0.299,1.0,0.619,0.53,0.727,0.069,0.292,0.756,0.314,0.2833333333333333
U03781,Family Vacationer,41,Male,Australian,Australia,150k+,2,15,187.0,2805.0,Airbnb/VRBO,Mixed group,Trains preferred,7,Any/Flexible,art_galleries|beaches|food_tours|hiking|historical_sites|water_sports|wildlife,0.775,0.478,0.781,0.0,0.364,1.0,0.692,0.477,0.864,0.0,0.164,0.318,8,9,Crete|La Palma|San Francisco|Gdansk|Seattle|Dublin|Aswan|Riga|Plitvice Lakes,10,Malmö|San Antonio|Plovdiv|Belfast|Petra|Zanzibar Town|Dubai|Keswick|Maun|Macau,0.775,0.478,0.781,0.0,0.364,1.0,0.692,0.477,0.864,0.0,0.164,0.318,0.374,0.25
U03782,Family Vacationer,45,Female,Italian,Italy,30-70k,1,10,128.0,1280.0,Mid-range Hotel,Friends,Trains preferred,60,Mediterranean/Warm,art_galleries|food_tours|museums|photography|temples|wildlife,0.471,1.0,0.648,0.181,0.292,0.923,0.743,0.768,0.268,0.272,0.6,0.504,1,1,Fort Lauderdale,8,Crete|Valparaíso|Manchester|Acapulco|Chicago|Christchurch|Malé|Piran,0.471,1.0,0.648,0.181,0.292,0.923,0.743,0.768,0.268,0.272,0.6,0.504,0.256,0.16666666666666666
U03783,Budget Backpacker,19,Female,British,UK,<30k,3,27,31.0,837.0,Budget Hotel,Solo,Flights only,0,Mediterranean/Warm,beaches|hiking|museums|nightlife|photography|wildlife,0.818,0.625,0.47,0.601,0.0,0.221,0.583,0.533,0.314,0.182,0.642,0.706,1,1,Caye Caulker,4,Ulaanbaatar|Uluru|Cali|Samarkand,0.818,0.625,0.47,0.601,0.0,0.221,0.583,0.533,0.314,0.182,0.642,0.706,0.062,0.45
U03784,Family Vacationer,39,Female,Brazilian,Brazil,30-70k,1,17,194.0,3298.0,Hostel,Friends,Any,7,Mediterranean/Warm,beaches|historical_sites|local_markets|temples|water_sports|wildlife,0.468,0.819,0.766,0.0,0.0,0.824,0.659,0.663,0.363,0.28,0.297,1.0,4,4,Sydney|Sidi Bou Said|Trondheim|Halifax,6,Charlotte|Arica|Auckland|Salt Lake City|Manaus|Davao,0.468,0.819,0.766,0.0,0.0,0.824,0.659,0.663,0.363,0.28,0.297,1.0,0.388,0.2833333333333333
U03785,Cultural Explorer,32,Female,American,USA,30-70k,3,7,145.0,1015.0,Budget Hotel,Family,Road trips,30,Any/Flexible,architecture|beaches|food_tours|temples|wildlife,0.188,0.803,0.338,0.483,0.281,0.0,0.461,0.6,0.53,0.104,0.387,0.621,4,4,Belize City|Santa Marta|Manaus|Jeju Island,5,Muscat|Gorée Island|Odessa|Vilamoura|Keswick,0.188,0.803,0.338,0.483,0.281,0.0,0.461,0.6,0.53,0.104,0.387,0.621,0.29,0.11666666666666667
U03786,Budget Backpacker,28,Male,Australian,Australia,<30k,1,27,49.0,1323.0,Hostel,Friends,Road trips,14,Mediterranean/Warm,hiking|historical_sites|nightlife|temples|water_sports,0.749,0.612,0.58,0.534,0.088,0.199,0.673,0.313,0.31,0.11,0.428,0.694,18,22,Rabat|Ljubljana|San Antonio|Yogyakarta|Podgorica|Heidelberg|Washington DC|Cleveland|Eindhoven|Davao|Essaouira|Delhi|Rovaniemi|Bristol|Uluru|Rosario|Rapa Nui|Kathmandu|Antalya|Nicosia|Bandung|Yamoussoukro,5,Zermatt|Verona|Caracas|Kota Kinabalu|Beijing,0.749,0.612,0.58,0.534,0.088,0.199,0.673,0.313,0.31,0.11,0.428,0.694,0.098,0.45
U03787,Luxury Traveler,43,Female,French,France,70-150k,4,6,506.0,3036.0,Boutique Hotel,Friends,Road trips,180,Tropical/Hot,art_galleries|historical_sites|live_music|local_markets|nightlife|wine_tasting,0.098,0.624,0.758,0.554,0.937,0.351,0.337,1.0,0.55,0.127,0.312,0.056,13,16,Cesky Krumlov|Paris|Hallstatt|Macau|Samarkand|Tulum|La Palma|Seville|Fraser Island|Shanghai|Lapland|Tbilisi|Launceston|Glasgow|Dunedin|San Diego,6,Havana|Portland|Tucson|Giza|Bagan|Bruges,0.098,0.624,0.758,0.554,0.937,0.351,0.337,1.0,0.55,0.127,0.312,0.056,1.012,0.1
U03788,Luxury Traveler,58,Male,Spanish,Spain,70-150k,7,12,657.0,7884.0,Luxury Hotel,Family,Road trips,90,Mediterranean/Warm,food_tours|historical_sites|local_markets|museums|photography|temples|wine_tasting,0.343,0.525,0.652,0.426,1.0,0.454,0.368,0.977,0.651,0.097,0.424,0.213,3,3,Eindhoven|Kingston|Sucre,10,Sedona|Lübeck|Mexico City|San Sebastián|Mendoza|Menorca|Tunis|Cappadocia|Manaus|Nazca,0.343,0.525,0.652,0.426,1.0,0.454,0.368,0.977,0.651,0.097,0.424,0.213,1.314,0.2
U03789,Budget Backpacker,29,Male,Canadian,Canada,<30k,3,24,51.0,1224.0,Budget Hotel,Solo,Trains preferred,30,Tropical/Hot,historical_sites|museums|nightlife|temples|wildlife,1.0,0.611,0.481,0.453,0.164,0.309,0.728,0.725,0.351,0.342,0.638,0.981,11,14,Dar es Salaam|Biarritz|Bridgetown|Stone Town|Piran|Manila|Vladivostok|Davao|Marseille|Montego Bay|Livingstone|Johannesburg|Barcelona|Yogyakarta,7,Podgorica|Rostock|Sofia|Lautoka|Frankfurt|Rovaniemi|Tallinn,1.0,0.611,0.481,0.453,0.164,0.309,0.728,0.725,0.351,0.342,0.638,0.981,0.102,0.4
U03790,Adventure Seeker,42,Male,Japanese,Japan,30-70k,5,11,101.0,1111.0,Budget Hotel,Solo,Trains preferred,14,Mediterranean/Warm,cycling|food_tours|hiking|historical_sites|local_markets|skiing|wildlife,1.0,0.212,0.332,0.0,0.129,0.195,1.0,0.563,0.452,0.0,0.175,0.662,4,4,Utrecht|Antalya|Kolkata|Darwin,9,Sapa|Maun|Zanzibar Town|Mendoza|Varanasi|Manila|San Carlos de Bariloche|Savusavu|Istanbul,1.0,0.212,0.332,0.0,0.129,0.195,1.0,0.563,0.452,0.0,0.175,0.662,0.202,0.18333333333333332
U03791,Luxury Traveler,53,Male,Italian,Italy,150k+,5,7,290.0,2030.0,Boutique Hotel,Friends,Flights only,60,Mediterranean/Warm,beaches|hiking|historical_sites|live_music|local_markets|wildlife|wine_tasting,0.331,0.25,0.544,0.538,1.0,0.345,0.424,0.775,0.881,0.155,0.678,0.175,5,6,Fortaleza|Aswan|Baños|Siwa Oasis|Vancouver|Kaunas,9,Denver|Charleston|Mombasa|Cairo|Arica|Anchorage|Dallas|Algarve|Lugano,0.331,0.25,0.544,0.538,1.0,0.345,0.424,0.775,0.881,0.155,0.678,0.175,0.58,0.11666666666666667
U03792,Budget Backpacker,27,Male,Japanese,Japan,<30k,3,16,46.0,736.0,Budget Hotel,Partner,Road trips,0,Mediterranean/Warm,food_tours|historical_sites|museums|nightlife|photography,0.671,0.624,0.058,0.573,0.004,0.179,0.565,0.749,0.276,0.01,0.777,0.978,14,15,Santa Marta|Lviv|Moscow|Guimarães|Bandung|Tuscany|New York City|Kotor|Kraków|Perth|Bath|Fraser Island|Tehran|Sapa|Svalbard,10,Caracas|Rome|Dallas|Edinburgh|Detroit|Chiang Rai|Rennes|Lima|Bridgetown|Bergen,0.671,0.624,0.058,0.573,0.004,0.179,0.565,0.749,0.276,0.01,0.777,0.978,0.092,0.26666666666666666
U03793,Budget Backpacker,24,Female,Other,Other,<30k,2,22,54.0,1188.0,Budget Hotel,Mixed group,Any,14,Mediterranean/Warm,beaches|hiking|historical_sites|museums|nightlife|temples|yoga_wellness,0.812,0.65,0.524,0.629,0.082,0.05,0.592,0.714,0.238,0.16,0.416,0.81,10,10,Búzios|Tallinn|Chisinau|Bern|Lisbon|Charlottetown|Suva|Philadelphia|Asunción|Auckland,10,Québec City|Houston|Cologne|Zanzibar Town|Guadalajara|Turin|Madrid|Colmar|Venice|Phnom Penh,0.812,0.65,0.524,0.629,0.082,0.05,0.592,0.714,0.238,0.16,0.416,0.81,0.108,0.36666666666666664
U03794,Cultural Explorer,50,Male,American,USA,30-70k,2,10,116.0,1160.0,Mid-range Hotel,Partner,Road trips,7,Tropical/Hot,architecture|temples|wildlife,0.525,1.0,0.0,0.221,0.35,0.073,0.542,1.0,0.508,0.449,0.268,0.634,16,18,Istanbul|Sapporo|Viña del Mar|Puerto Vallarta|Rosario|Fès|Puebla|San Juan|Anchorage|Phoenix|Yogyakarta|Seoul|Manama|Búzios|Eindhoven|Charlottetown|Cairo|Cologne,3,Dakar|Toulouse|Phnom Penh,0.525,1.0,0.0,0.221,0.35,0.073,0.542,1.0,0.508,0.449,0.268,0.634,0.232,0.16666666666666666
U03795,Adventure Seeker,20,Female,Chinese,China,70-150k,3,18,169.0,3042.0,Mid-range Hotel,Solo,Flights only,30,Any/Flexible,food_tours|hiking|photography|skiing|wildlife,1.0,0.268,0.579,0.176,0.039,0.039,0.862,0.814,0.774,0.076,0.981,1.0,2,2,Doha|Launceston,8,San Cristobal|Hue|Lima|Gjirokastër|Raja Ampat|Arequipa|Colmar|Rostock,1.0,0.268,0.579,0.176,0.039,0.039,0.862,0.814,0.774,0.076,0.981,1.0,0.338,0.3
U03796,Adventure Seeker,22,Female,French,France,30-70k,3,15,63.0,945.0,Mid-range Hotel,Solo,Trains preferred,0,Mediterranean/Warm,cycling|museums|water_sports,0.888,0.338,0.429,0.123,0.286,0.116,0.708,0.431,0.508,0.411,0.793,0.823,6,6,Kangaroo Island|Paramaribo|Santa Cruz|Rennes|Galle|Ohrid,5,Mexico City|Gdansk|Krabi|Wadi Rum|Astana,0.888,0.338,0.429,0.123,0.286,0.116,0.708,0.431,0.508,0.411,0.793,0.823,0.126,0.25
U03797,Digital Nomad,25,Female,Italian,Italy,30-70k,11,52,103.0,5356.0,Budget Hotel,Solo,Road trips,90,Mediterranean/Warm,architecture|art_galleries|beaches|food_tours|historical_sites|museums|wildlife,0.3,0.732,0.489,0.365,0.015,0.309,0.471,0.979,0.521,0.972,0.893,0.916,1,1,Caracas,7,Ankara|Kingston|Hobart|Bukhara|Machu Picchu|Hue|Tunis,0.3,0.732,0.489,0.365,0.015,0.309,0.471,0.979,0.521,0.972,0.893,0.916,0.206,0.8666666666666667
U03798,Digital Nomad,28,Female,American,USA,30-70k,11,24,100.0,2400.0,Budget Hotel,Solo,Trains preferred,30,Mediterranean/Warm,art_galleries|food_tours|hiking|historical_sites|local_markets|nightlife|temples,0.351,0.918,0.395,0.547,0.258,0.143,0.281,0.784,0.582,0.752,0.623,0.77,4,4,Darwin|Kuching|New Orleans|Puglia,10,Keswick|Essaouira|San Diego|Yangon|Baku|Fraser Island|Lake Tahoe|Seattle|Athens|Asunción,0.351,0.918,0.395,0.547,0.258,0.143,0.281,0.784,0.582,0.752,0.623,0.77,0.2,0.4
U03799,Cultural Explorer,29,Non-binary,Korean,South Korea,70-150k,4,13,95.0,1235.0,Luxury Hotel,Partner,Flights only,30,Temperate/Mild,architecture|art_galleries|temples|wine_tasting,0.116,1.0,0.251,0.231,0.436,0.186,0.233,0.86,0.545,0.0,0.765,0.346,5,5,Helsinki|Bocas del Toro|Ottawa|Dallas|Almaty,6,Brno|Playa del Carmen|Seattle|Kaunas|Ljubljana|Bratislava,0.116,1.0,0.251,0.231,0.436,0.186,0.233,0.86,0.545,0.0,0.765,0.346,0.19,0.21666666666666667
U03800,Budget Backpacker,23,Male,Indian,India,<30k,2,15,27.0,405.0,Mid-range Hotel,Mixed group,Any,30,Tropical/Hot,nightlife|temples|water_sports,0.519,0.604,0.783,0.537,0.298,0.037,0.8,0.317,0.252,0.0,0.718,0.838,2,2,Whistler|Tallinn,7,Rochester|Naypyidaw|Banff|Monteverde|Sarajevo|Trondheim|Taupo,0.519,0.604,0.783,0.537,0.298,0.037,0.8,0.317,0.252,0.0,0.718,0.838,0.054,0.25
U03801,Family Vacationer,44,Male,American,USA,70-150k,1,14,114.0,1596.0,Luxury Hotel,Mixed group,Road trips,0,Any/Flexible,beaches|hiking|historical_sites|local_markets|museums|temples,0.345,0.378,0.911,0.0,0.192,1.0,0.404,0.678,0.649,0.072,0.211,0.966,7,7,Galway|Bridgetown|Krabi|Beijing|San Pedro de Atacama|Antigua|Ottawa,9,Santa Cruz|Rochester|Toronto|Zakynthos|Tokyo|Busan|Toulouse|Heidelberg|Islamabad,0.345,0.378,0.911,0.0,0.192,1.0,0.404,0.678,0.649,0.072,0.211,0.966,0.228,0.23333333333333334
U03802,Budget Backpacker,27,Male,American,USA,<30k,3,25,40.0,1000.0,Mid-range Hotel,Solo,Flights only,30,Tropical/Hot,food_tours|hiking|historical_sites|local_markets|photography|yoga_wellness,0.986,0.593,0.531,0.306,0.128,0.086,0.403,0.555,0.37,0.008,0.667,0.658,4,4,Vancouver|Menorca|Manchester|Yasawa Islands,7,New York City|Bandung|Monterrey|Puerto Vallarta|Salzburg|Gorée Island|Nashville,0.986,0.593,0.531,0.306,0.128,0.086,0.403,0.555,0.37,0.008,0.667,0.658,0.08,0.4166666666666667
U03803,Budget Backpacker,19,Male,French,France,<30k,2,25,29.0,725.0,Budget Hotel,Solo,Trains preferred,90,Any/Flexible,art_galleries|food_tours|photography,1.0,0.754,0.51,0.371,0.024,0.0,0.946,0.59,0.466,0.0,0.647,1.0,7,7,Taormina|Antigua|Siwa Oasis|Debrecen|Nicosia|Eindhoven|Marseille,7,Almaty|Asunción|Braga|Marrakesh|Goa|Podgorica|San Salvador,1.0,0.754,0.51,0.371,0.024,0.0,0.946,0.59,0.466,0.0,0.647,1.0,0.058,0.4166666666666667
U03804,Adventure Seeker,39,Female,American,USA,30-70k,2,13,153.0,1989.0,Camping/Glamping,Partner,Any,0,Mediterranean/Warm,architecture|art_galleries|beaches|hiking|museums|wildlife,1.0,0.495,0.446,0.166,0.143,0.334,1.0,0.333,0.498,0.35,0.076,0.83,14,15,Durban|Phnom Penh|Ljubljana|Anchorage|Rijeka|Valparaíso|Kingston|Rotorua|Manaus|Kairouan|Gorée Island|Guadalajara|Bagan|Manchester|New Orleans,8,Kathmandu|Heidelberg|Guimarães|Los Cabos|Valencia|Funchal|Istanbul|Chengdu,1.0,0.495,0.446,0.166,0.143,0.334,1.0,0.333,0.498,0.35,0.076,0.83,0.306,0.21666666666666667
U03805,Family Vacationer,38,Male,Canadian,Canada,70-150k,2,15,115.0,1725.0,Airbnb/VRBO,Friends,Road trips,14,Mediterranean/Warm,art_galleries|beaches|hiking|historical_sites|local_markets|photography,0.454,0.59,0.913,0.103,0.169,0.965,0.563,0.456,0.727,0.305,0.464,0.76,1,1,Portland,3,Turin|Rotorua|Algarve,0.454,0.59,0.913,0.103,0.169,0.965,0.563,0.456,0.727,0.305,0.464,0.76,0.23,0.25
U03806,Budget Backpacker,29,Female,Canadian,Canada,30-70k,3,22,36.0,792.0,Budget Hotel,Solo,Trains preferred,60,Tropical/Hot,hiking|live_music|photography|water_sports,1.0,0.662,0.662,0.584,0.314,0.101,0.649,0.457,0.409,0.125,0.891,0.847,12,15,Tampa|Nafplio|Sharm El Sheikh|Guanajuato|Accra|Puglia|Paris|Hue|Dallas|Byron Bay|Quito|Tartu|Marseille|York|Palermo,4,Constanta|Biarritz|San Sebastián|Zermatt,1.0,0.662,0.662,0.584,0.314,0.101,0.649,0.457,0.409,0.125,0.891,0.847,0.072,0.36666666666666664
U03807,Luxury Traveler,62,Female,American,USA,150k+,6,7,951.0,6657.0,Resort,Mixed group,Trains preferred,30,Any/Flexible,art_galleries|food_tours|live_music|museums|shopping,0.271,0.644,0.667,0.639,0.933,0.991,0.294,1.0,0.631,0.0,0.254,0.0,3,3,Zanzibar|Bridgetown|Durban,6,Hobart|Seychelles|Edinburgh|Chengdu|Bangkok|Amman,0.271,0.644,0.667,0.639,0.933,0.991,0.294,1.0,0.631,0.0,0.254,0.0,1.902,0.11666666666666667
U03808,Luxury Traveler,58,Male,Spanish,Spain,70-150k,6,5,396.0,1980.0,Airbnb/VRBO,Partner,Flights only,14,Any/Flexible,beaches|museums|nightlife|temples|wildlife|wine_tasting,0.063,0.512,0.504,0.526,0.739,0.399,0.374,1.0,0.698,0.147,0.647,0.117,2,2,Braga|Houston,8,Asunción|Belize City|Antwerp|Skopje|Chicago|Edmonton|Ho Chi Minh City|Murmansk,0.063,0.512,0.504,0.526,0.739,0.399,0.374,1.0,0.698,0.147,0.647,0.117,0.792,0.08333333333333333
U03809,Luxury Traveler,63,Male,Other,Other,150k+,6,7,323.0,2261.0,Airbnb/VRBO,Partner,Flights only,60,Mediterranean/Warm,food_tours|historical_sites|live_music|nightlife|shopping|wildlife|wine_tasting,0.336,0.488,0.536,0.718,1.0,0.495,0.46,0.753,0.671,0.26,0.16,0.0,9,10,Panama City|Edmonton|Yangon|Kyiv|Rovaniemi|Annecy|Québec City|Lake Tahoe|Copenhagen|Florianópolis,3,Kigali|Hamburg|Charleston,0.336,0.488,0.536,0.718,1.0,0.495,0.46,0.753,0.671,0.26,0.16,0.0,0.646,0.11666666666666667
U03810,Budget Backpacker,26,Female,Other,Other,<30k,2,15,33.0,495.0,Budget Hotel,Mixed group,Trains preferred,0,Mediterranean/Warm,art_galleries|historical_sites|photography|skiing|water_sports|wildlife,0.963,0.695,0.681,0.366,0.243,0.381,0.59,0.41,0.232,0.336,0.534,0.889,4,5,Brussels|Chiang Mai|New York City|Charlotte|Galway,6,Madrid|Belgrade|Mexico City|Yangshuo|Tallinn|Islamabad,0.963,0.695,0.681,0.366,0.243,0.381,0.59,0.41,0.232,0.336,0.534,0.889,0.066,0.25
U03811,Weekend Tripper,27,Male,Dutch,Netherlands,150k+,5,4,126.0,504.0,Resort,Partner,Flights only,60,Tropical/Hot,local_markets|photography|temples,0.553,0.675,0.267,0.418,0.208,0.142,0.155,0.753,0.767,0.292,0.5,0.472,1,1,Bergen,6,Riga|Strasbourg|Dublin|Turin|Muscat|Sibiu,0.553,0.675,0.267,0.418,0.208,0.142,0.155,0.753,0.767,0.292,0.5,0.472,0.252,0.06666666666666667
U03812,Weekend Tripper,45,Male,American,USA,70-150k,5,4,226.0,904.0,Mid-range Hotel,Mixed group,Flights only,30,Any/Flexible,architecture|beaches|food_tours|hiking|museums|temples,0.274,0.599,0.343,0.205,0.4,0.31,0.278,0.892,0.774,0.089,0.421,0.449,10,12,Turin|Zanzibar Town|Brno|Catania|Goa|Ulaanbaatar|Nashville|Manchester|Bordeaux|Playa del Carmen|Baltimore|Hoi An,4,Pretoria|Kota Kinabalu|Hobart|Salalah,0.274,0.599,0.343,0.205,0.4,0.31,0.278,0.892,0.774,0.089,0.421,0.449,0.452,0.06666666666666667
U03813,Luxury Traveler,36,Female,German,Germany,150k+,6,8,665.0,5320.0,Airbnb/VRBO,Mixed group,Any,90,Mediterranean/Warm,food_tours|museums|photography|temples,0.178,0.719,0.398,0.741,1.0,0.491,0.405,0.703,0.476,0.097,0.537,0.0,6,6,Lausanne|Izmir|Tucson|Niagara Falls|Belgrade|Harbin,3,Valparaíso|Arica|Suzhou,0.178,0.719,0.398,0.741,1.0,0.491,0.405,0.703,0.476,0.097,0.537,0.0,1.33,0.13333333333333333
U03814,Digital Nomad,38,Female,Chinese,China,<30k,9,46,56.0,2576.0,Mid-range Hotel,Mixed group,Road trips,180,Any/Flexible,art_galleries|beaches|food_tours|hiking|local_markets|photography,0.701,0.516,0.658,0.417,0.055,0.171,0.486,0.881,0.459,0.501,0.474,1.0,7,7,Glasgow|Chefchaouen|Sedona|Salvador da Bahia|Ushuaia|Playa del Carmen|Carcassone,5,Prague|Tallinn|Munich|Kigali|Podgorica,0.701,0.516,0.658,0.417,0.055,0.171,0.486,0.881,0.459,0.501,0.474,1.0,0.112,0.7666666666666667
U03815,Cultural Explorer,51,Male,Chinese,China,30-70k,3,12,162.0,1944.0,Budget Hotel,Solo,Flights only,30,Tropical/Hot,architecture|art_galleries|beaches|historical_sites|nightlife,0.188,1.0,0.356,0.559,0.535,0.135,0.41,0.515,0.469,0.199,0.364,0.309,6,7,Guanajuato|Phoenix|Chengdu|Bucharest|New York City|Carcassone|Warsaw,7,Aarhus|Kandy|Strasbourg|Richmond|San Francisco|Tuscany|Yellowstone National Park,0.188,1.0,0.356,0.559,0.535,0.135,0.41,0.515,0.469,0.199,0.364,0.309,0.324,0.2
U03816,Family Vacationer,43,Male,Italian,Italy,30-70k,1,10,215.0,2150.0,Mid-range Hotel,Friends,Trains preferred,90,Tropical/Hot,art_galleries|local_markets|museums,0.238,0.821,0.886,0.318,0.392,1.0,0.84,0.842,0.368,0.246,0.371,0.723,3,3,Toulouse|Manila|Sapporo,3,Portland|Delhi|Lugano,0.238,0.821,0.886,0.318,0.392,1.0,0.84,0.842,0.368,0.246,0.371,0.723,0.43,0.16666666666666666
